Temperature;Humidity;Latitud;Longitud;Brix;Acidez;Agua;Índice padurez;Calibre;Fertilizantes;Primavera;Verano;Otoño;Invierno;ID;Frescura
14.0;44.0;36.8417777397;-2.3386724864599007;6.32;0.4;96.44;14.77;9;0;1;0;1;1;3;1
14.0;44.0;36.91703776906145;-2.206029070510641;6.19;0.44;96.28;12.31;8;0;1;0;1;1;3;1
14.0;44.0;37.13979009691405;-2.645979351828742;5.16;0.34;94.94;12.66;7;1;1;1;1;1;11;1
14.0;44.0;37.11587954367588;-2.472442131688686;4.08;0.3;95.87;12.74;13;1;1;1;0;1;7;0
14.0;44.0;37.087537304138266;-2.5356527676533247;3.79;0.3;95.75;13.09;10;0;1;1;0;1;7;0
14.0;44.0;37.05600713584927;-2.5564429636927786;8.63;0.8;87.39;14.09;6;0;1;0;0;1;6;1
14.0;44.0;36.83732503342896;-2.5218436271163256;5.19;0.39;94.97;12.05;7;0;1;1;1;1;4;0
14.0;44.0;37.06617898603119;-2.2743141846403274;7.02;0.34;94.51;14.85;7;1;1;1;0;1;10;1
14.0;44.0;37.07345596184441;-2.766118995276869;5.14;0.42;96.32;13.13;11;0;1;0;0;1;2;1
14.0;44.0;36.725718969423966;-2.6391529629649764;3.92;0.3;95.67;12.87;12;0;1;1;0;1;7;0
14.0;44.0;36.98449416950676;-2.2743672054412585;7.51;0.98;89.36;8.45;2;0;1;0;1;1;15;0
14.0;44.0;36.717948092393904;-2.7988970282286703;6.35;0.42;96.15;14.43;8;0;1;0;1;1;3;1
14.0;44.0;37.07976189056124;-2.398774380708918;6.45;0.4;96.38;13.11;10;1;1;0;1;1;3;1
14.0;44.0;36.8585102563267;-2.60817457563772;3.2;0.3;97.61;13.06;12;0;1;0;1;1;16;0
14.0;44.0;37.00550743424648;-2.713003009128775;7.56;0.44;87.44;19.36;2;1;1;0;1;1;5;1
14.0;44.0;36.91583252856911;-2.6360115819450267;7.48;0.6;92.65;12.64;8;0;1;0;1;1;8;1
14.0;44.0;36.71648340428686;-2.375357652978029;3.65;0.3;95.83;13.81;10;1;1;1;0;1;7;1
14.0;44.0;37.00084037886886;-2.2488610203091577;6.69;0.51;94.15;12.98;6;0;1;0;1;1;17;1
14.0;44.0;37.10904323553948;-2.6654807077388023;6.05;0.41;96.12;14.35;8;0;1;0;1;1;3;1
14.0;44.0;37.0882546887031;-2.635056302506948;6.96;0.41;94.29;13.13;7;0;1;0;1;1;17;1
14.0;44.0;36.71813405042672;-2.7013165497999587;6.02;0.47;96.29;14.41;8;0;1;0;1;1;3;1
14.0;44.0;36.70934498201218;-2.5254765893816864;2.76;0.3;97.79;12.62;9;0;1;0;1;1;16;0
14.0;44.0;37.099205565917735;-2.536188643941148;5.18;0.34;94.15;13.83;7;1;1;1;1;1;11;1
14.0;44.0;36.8321617081844;-2.3211195927432;5.3;0.38;93.27;13.93;6;0;1;1;1;1;4;1
14.0;44.0;36.96768871919862;-2.203804743150933;6.41;0.57;94.98;14.57;6;0;1;0;1;1;17;1
14.0;44.0;36.72905084977032;-2.79862967186925;9.84;0.8;86.63;14.77;7;0;1;0;0;1;6;1
14.0;44.0;36.89246539476395;-2.7749919027903536;6.66;0.31;94.41;13.08;8;1;1;1;0;1;10;1
14.0;44.0;36.70793336465393;-2.6949443208699244;4.19;0.27;97.55;16.4;9;0;0;0;1;1;12;1
14.0;44.0;37.0321330706952;-2.74318350165996;3.53;0.3;97.67;13.13;13;1;1;0;1;1;16;0
14.0;44.0;36.87907035802901;-2.3581952381893783;5.21;0.31;94.79;12.4;8;0;1;1;1;1;11;0
14.0;44.0;36.75192358861829;-2.263889963997118;5.0;0.31;94.97;14.65;6;0;1;1;1;1;11;1
14.0;44.0;37.00040679400598;-2.236461291126368;7.57;0.46;87.86;17.63;1;0;1;0;1;1;5;0
14.0;44.0;36.7747993094427;-2.729211211429602;7.0;0.69;87.58;11.05;1;0;1;0;1;1;14;0
14.0;44.0;36.87405497031163;-2.555835140625662;5.21;0.32;94.42;12.21;8;1;1;1;1;1;11;0
14.0;44.0;36.926711619741816;-2.7437255939836134;5.47;0.32;94.37;14.19;8;1;1;1;1;1;11;1
14.0;44.0;36.95787169931455;-2.59741067245335;6.26;0.35;93.34;12.33;6;0;1;1;1;1;4;1
14.0;44.0;36.89988106895903;-2.2227471587831618;5.13;0.3;94.18;14.62;6;1;1;1;1;1;11;1
14.0;44.0;37.11431748558842;-2.564513749539732;3.76;0.3;95.63;14.14;12;0;1;1;0;1;7;1
14.0;44.0;36.921754148157305;-2.3335248496475898;5.22;0.48;95.24;10.14;6;0;1;0;1;1;9;0
14.0;44.0;36.73789009722427;-2.604980678290144;3.13;0.3;97.71;12.13;12;0;1;0;1;1;16;0
14.0;44.0;36.91274432743024;-2.2383433215150665;8.26;0.7;92.82;10.07;7;1;1;0;1;1;8;1
14.0;44.0;36.82422446049922;-2.26278312727592;6.16;0.8;87.82;14.69;5;0;1;0;0;1;13;1
14.0;44.0;37.18011688229976;-2.4589661091525588;5.36;0.33;92.37;13.61;7;0;1;1;1;1;4;1
14.0;44.0;37.14292728647349;-2.3281376385165307;7.6;0.84;88.86;8.61;3;0;1;0;1;1;15;0
14.0;44.0;36.81543735367077;-2.776415298582557;3.67;0.3;95.99;13.38;10;1;1;1;0;1;7;0
14.0;44.0;36.8491432354143;-2.6812675062982487;6.6;0.71;94.64;10.57;7;0;1;0;1;1;8;0
14.0;44.0;36.91745493041817;-2.4740164590623346;3.7;0.3;95.8;13.91;11;1;1;1;0;1;7;1
14.0;44.0;36.88205740410498;-2.3271461999694774;4.52;0.29;96.99;18.16;9;0;0;0;1;1;12;1
14.0;44.0;36.81038590429856;-2.2788158903432905;5.44;0.35;94.82;14.27;6;1;1;1;1;1;11;1
14.0;44.0;37.01888518757661;-2.3179311915014225;5.36;0.41;96.85;14.57;9;1;1;0;0;1;2;1
14.0;44.0;36.86608149107532;-2.67074835312631;7.91;0.9;82.46;8.96;3;0;1;0;1;1;15;0
14.0;44.0;37.0033917779241;-2.373415789358462;6.48;0.33;94.31;13.36;6;0;1;1;1;1;4;1
14.0;44.0;36.72612911722397;-2.5266981981677423;8.76;0.65;92.95;10.15;8;0;1;0;1;1;8;1
14.0;44.0;36.75854134123915;-2.226659061090947;6.4;0.34;94.4;12.66;7;1;1;1;0;1;10;1
14.0;44.0;37.172287853466;-2.269763652944555;7.62;0.5;84.83;18.41;1;0;1;0;1;1;5;0
14.0;44.0;36.87394586642012;-2.2193607990657584;8.93;0.8;86.49;13.21;6;0;1;0;0;1;6;1
14.0;44.0;36.94088102623971;-2.510875385003026;3.64;0.25;96.98;16.09;10;0;0;0;1;1;12;1
14.0;44.0;37.11397299647399;-2.27554576657861;7.41;0.8;89.0;13.36;5;0;1;0;0;1;6;1
14.0;44.0;37.10876643150337;-2.2854066055262177;6.16;0.53;94.61;13.26;6;0;1;0;1;1;17;1
14.0;44.0;36.8272729369636;-2.69813412915886;5.12;0.3;93.03;13.35;8;1;1;1;1;1;11;1
14.0;44.0;37.172615402942185;-2.579366167092239;3.08;0.3;97.65;12.71;9;1;1;0;1;1;16;0
14.0;44.0;36.79807114604021;-2.347436482548237;7.92;0.94;83.25;9.59;3;0;1;0;1;1;15;0
14.0;44.0;36.74349616053822;-2.5125121449624137;6.38;0.33;94.52;12.2;6;1;1;1;1;1;4;1
14.0;44.0;36.89398621727596;-2.733483702424008;7.14;0.68;86.01;11.21;3;1;1;0;1;1;14;0
14.0;44.0;36.92624195108056;-2.400240666381378;8.2;0.75;94.36;10.72;9;0;1;0;1;1;8;1
14.0;44.0;36.748277914481285;-2.7495363772601538;7.05;0.59;93.98;12.56;8;0;1;0;1;1;8;1
14.0;44.0;36.99008198638416;-2.4595900292325754;7.44;0.63;86.43;10.98;3;1;1;0;1;1;14;0
14.0;44.0;37.158882535202295;-2.676625748497243;7.31;0.43;84.16;18.93;1;0;1;0;1;1;5;0
14.0;44.0;37.139734372892846;-2.7371338494928468;5.05;0.31;93.74;13.9;7;1;1;1;1;1;11;1
14.0;44.0;36.974950618962296;-2.640515992375972;6.17;0.38;96.28;12.12;9;0;1;0;1;1;3;1
14.0;44.0;36.77386943578297;-2.789300044306245;6.53;0.36;94.53;13.46;7;0;1;1;0;1;10;1
14.0;44.0;36.83469517108328;-2.6473863989759967;5.13;0.32;93.22;14.01;6;1;1;1;1;1;4;1
14.0;44.0;36.77104429102995;-2.704222085674011;2.55;0.3;97.73;12.91;13;1;1;0;1;1;16;0
14.0;44.0;37.01413591937474;-2.487305730282656;9.04;0.8;87.16;13.12;6;0;1;0;0;1;6;1
14.0;44.0;36.87715658344373;-2.468199834708962;5.05;0.42;96.77;13.3;8;0;1;0;0;1;2;1
14.0;44.0;37.03092985874035;-2.6147908815711527;7.05;0.39;94.33;13.66;9;1;1;1;0;1;10;1
14.0;44.0;37.14301998621114;-2.590205805188317;6.85;0.31;94.8;13.92;7;1;1;1;0;1;10;1
14.0;44.0;37.01996407451322;-2.2198304940462763;6.84;0.32;94.35;13.35;9;1;1;1;0;1;10;1
14.0;44.0;37.00923723996404;-2.292399381587701;5.2;0.47;95.8;11.28;8;0;1;0;1;1;9;0
14.0;44.0;37.071247292683495;-2.694957586106856;6.02;0.38;96.8;13.7;8;0;1;0;1;1;3;1
14.0;44.0;36.820382700151306;-2.6344203988486656;5.13;0.45;96.09;13.62;10;0;1;0;0;1;2;1
14.0;44.0;36.8304200117709;-2.365329839701892;5.09;0.33;93.31;13.87;6;1;1;1;1;1;11;1
14.0;44.0;36.81365071331526;-2.287655767715565;4.02;0.28;97.09;14.54;10;0;0;0;1;1;12;1
14.0;44.0;36.999391920472085;-2.72152079093998;7.17;0.68;93.55;12.56;7;1;1;0;1;1;8;1
14.0;44.0;36.72459269287599;-2.6027407421926902;5.02;0.35;94.91;12.24;7;1;1;1;1;1;4;0
14.0;44.0;37.07303901763254;-2.258025642176596;3.35;0.3;97.72;13.15;13;0;1;0;1;1;16;0
14.0;44.0;36.90523822599218;-2.7434798016301896;6.5;0.68;93.04;12.53;7;1;1;0;1;1;8;1
14.0;44.0;36.7077599858888;-2.546046842804812;4.05;0.3;95.77;14.36;8;0;1;1;0;1;7;1
14.0;44.0;37.12426799060009;-2.216373534915535;5.67;0.31;92.81;13.15;7;1;1;1;1;1;4;1
14.0;44.0;36.981809584730456;-2.272510727020012;6.01;0.35;94.21;12.38;7;1;1;1;0;1;10;1
14.0;44.0;36.74768322061648;-2.217422649948317;4.01;0.3;95.59;13.19;13;0;1;1;0;1;7;0
14.0;43.0;37.02684758518298;-2.4650292059546133;5.37;0.33;92.69;13.9;7;1;1;1;1;1;4;1
14.0;43.0;36.71006950377027;-2.775712289311696;5.21;0.31;94.45;13.07;8;0;1;1;1;1;11;1
14.0;43.0;37.18630122549807;-2.3410702121021774;6.75;0.31;94.99;14.49;7;1;1;1;0;1;10;1
14.0;43.0;36.89415619634704;-2.5379227704207663;6.59;0.58;94.43;13.99;6;0;1;0;1;1;17;1
14.0;43.0;37.02690407290881;-2.2906487992070663;5.17;0.48;95.0;10.94;7;1;1;0;1;1;9;0
14.0;43.0;36.95342400075458;-2.794286838069879;6.14;0.44;94.67;13.31;7;0;1;0;1;1;17;1
14.0;43.0;37.18074791071736;-2.5981968536995903;5.64;0.39;94.39;13.72;6;1;1;1;1;1;4;1
14.0;43.0;36.99908419204496;-2.402858508342952;5.01;0.41;95.73;11.09;8;0;1;0;1;1;9;0
14.0;43.0;36.87857722984892;-2.739745551345155;6.7;0.8;86.5;12.4;8;0;1;0;0;1;13;1
14.0;43.0;37.13059820247371;-2.26645746132796;6.49;0.49;96.18;14.42;10;0;1;0;1;1;3;1
14.0;43.0;37.04240309160803;-2.2150982924227502;5.5;0.43;95.72;10.47;9;1;1;0;1;1;9;0
14.0;43.0;37.14348624264749;-2.542671764119701;5.58;0.43;96.87;12.63;8;0;1;0;0;1;2;1
14.0;43.0;37.03958423381263;-2.6846740335870347;3.73;0.21;97.1;17.39;8;0;0;0;1;1;12;1
14.0;43.0;37.15308612939607;-2.7098421737886875;5.07;0.31;93.62;14.66;6;0;1;1;1;1;11;1
14.0;43.0;37.05639735183614;-2.551425574016541;7.16;0.64;86.12;11.12;1;1;1;0;1;1;14;0
14.0;43.0;36.98876286196301;-2.5936603396461964;5.18;0.46;95.66;10.15;7;1;1;0;1;1;9;0
14.0;43.0;36.94606074388091;-2.790582195736236;6.51;0.66;94.17;10.51;8;0;1;0;1;1;8;0
14.0;43.0;37.06275511396096;-2.24411505142059;6.12;0.8;89.88;12.71;5;0;1;0;0;1;13;0
14.0;43.0;37.07701660353009;-2.453596414134231;8.65;0.61;92.96;11.32;7;0;1;0;1;1;8;1
14.0;43.0;37.04689596869607;-2.4995999217024965;6.02;0.45;96.55;13.38;8;0;1;0;1;1;3;1
14.0;43.0;37.06929574909272;-2.3857545328962177;4.24;0.29;97.25;14.51;10;1;0;0;1;1;12;1
14.0;43.0;37.01730727107678;-2.596597738999709;3.5;0.3;97.76;12.26;8;0;1;0;1;1;16;0
14.0;43.0;36.700416270039376;-2.316846340453687;3.86;0.3;95.93;14.39;10;0;1;1;0;1;7;1
14.0;43.0;37.04496898923384;-2.3035484937651525;3.28;0.3;97.63;12.13;10;0;1;0;1;1;16;0
14.0;43.0;37.07303033737846;-2.231014529639114;6.35;0.53;94.7;13.43;7;1;1;0;1;1;17;1
14.0;43.0;36.73127582784675;-2.376554092976581;5.13;0.46;95.73;10.9;7;1;1;0;1;1;9;0
14.0;43.0;37.19469556281649;-2.32616878712095;6.65;0.74;92.26;11.01;9;0;1;0;1;1;8;0
14.0;43.0;36.89595882806714;-2.299711837242741;5.36;0.45;96.57;14.83;8;0;1;0;0;1;1;1
14.0;43.0;36.93741271849994;-2.479119676463428;5.19;0.43;95.72;10.07;7;1;1;0;1;1;9;0
14.0;43.0;36.981175489782295;-2.782328641697526;6.72;0.84;87.91;9.2;2;0;1;0;1;1;15;0
14.0;43.0;36.91625057441255;-2.3452865557334306;6.9;0.6;87.57;11.06;3;0;1;0;1;1;14;0
14.0;43.0;36.8953723698387;-2.268227443364029;6.48;0.36;96.53;15.59;8;0;1;0;1;1;3;1
14.0;43.0;37.116359915771895;-2.5119739482346337;6.43;0.48;96.85;12.21;8;1;1;0;1;1;3;1
14.0;43.0;36.78838145914539;-2.731139633223812;3.73;0.25;97.73;14.66;8;0;0;0;1;1;12;1
14.0;43.0;36.89701756753389;-2.3102398702282434;6.35;0.31;94.09;14.59;9;0;1;1;0;1;10;1
14.0;43.0;36.76164560853663;-2.545001874719482;3.95;0.26;97.58;16.22;10;1;0;0;1;1;12;1
14.0;43.0;36.94168314891032;-2.346659800480668;5.11;0.41;95.38;10.0;7;0;1;0;1;1;9;0
14.0;43.0;36.86434844856054;-2.229006833928767;7.42;0.93;87.96;8.73;2;0;1;0;1;1;15;0
14.0;43.0;36.73652263097292;-2.708516429830236;4.02;0.27;96.73;14.02;9;1;0;0;1;1;12;1
14.0;43.0;36.89190595270757;-2.622053202716049;7.76;0.95;81.32;8.85;2;0;1;0;1;1;15;0
14.0;43.0;36.95662264043235;-2.417331416638276;5.43;0.42;96.3;14.32;11;1;1;0;0;1;1;1
14.0;43.0;36.80804111594747;-2.794736687327907;7.61;0.35;94.52;13.25;7;1;1;1;0;1;10;1
14.0;43.0;37.02408898086316;-2.544319357674461;6.69;0.71;87.89;9.5;3;0;1;0;1;1;15;0
14.0;43.0;37.04443115125647;-2.630787014073384;3.41;0.3;97.66;12.59;12;0;1;0;1;1;16;0
14.0;43.0;36.91336019984346;-2.2425157475159936;5.13;0.3;93.32;14.54;6;0;1;1;1;1;11;1
14.0;43.0;36.95644676358884;-2.656963422313053;6.3;0.45;94.02;13.26;6;0;1;0;1;1;17;1
14.0;43.0;37.0302961676428;-2.453658398805775;6.11;0.33;93.92;12.05;6;0;1;1;1;1;4;1
14.0;43.0;37.06539749878599;-2.45452665252342;8.04;0.94;82.83;9.15;3;0;1;0;1;1;15;0
14.0;43.0;37.06469987064092;-2.585318909797877;6.16;0.8;86.56;13.89;5;1;1;0;0;1;13;1
14.0;43.0;37.03945687792992;-2.358650042288861;7.17;0.67;87.56;10.9;1;1;1;0;1;1;14;0
14.0;43.0;37.054462415406014;-2.369775903701953;6.79;0.3;94.56;12.54;9;0;1;1;0;1;10;1
14.0;43.0;36.78959156182263;-2.225594447580046;3.85;0.3;95.92;14.38;12;0;1;1;0;1;7;1
14.0;43.0;36.96585731664852;-2.228170545135053;5.09;0.45;95.1;10.78;6;0;1;0;1;1;9;0
14.0;43.0;36.78944656066402;-2.6551475208082214;3.94;0.3;95.55;13.24;13;0;1;1;0;1;7;0
14.0;43.0;37.06511547051293;-2.568256577890488;5.08;0.3;94.01;14.19;7;1;1;1;1;1;11;1
14.0;43.0;36.85383066796006;-2.64603698335452;5.16;0.3;94.57;13.2;8;0;1;1;1;1;11;1
14.0;43.0;37.05758547851991;-2.220246161674261;8.06;0.8;82.36;8.47;2;1;1;0;1;1;15;0
14.0;43.0;37.162587417318335;-2.4027778585144124;7.31;0.62;86.91;11.17;1;0;1;0;1;1;14;0
14.0;43.0;36.7146935977622;-2.262514907799233;6.18;0.8;89.16;14.13;7;1;1;0;0;1;13;1
14.0;43.0;36.87067396949202;-2.4783965691488894;5.3;0.35;93.79;13.66;7;0;1;1;1;1;4;1
14.0;43.0;36.72412388122986;-2.3695794794159486;7.16;0.62;93.57;12.62;9;1;1;0;1;1;8;1
14.0;43.0;37.15385302328299;-2.429051623581784;7.77;0.87;82.18;8.95;3;0;1;0;1;1;15;0
14.0;43.0;37.00369465085976;-2.584917488542669;6.59;0.37;94.39;12.48;7;0;1;1;0;1;10;1
14.0;43.0;36.929048762190725;-2.424449146735089;5.18;0.3;94.96;13.22;6;0;1;1;1;1;11;1
14.0;43.0;36.74416280970554;-2.384369604273181;6.47;0.5;96.77;14.2;10;0;1;0;1;1;3;1
14.0;43.0;36.83931674603278;-2.686395252144608;8.67;0.49;85.88;16.53;2;1;1;0;1;1;5;1
14.0;43.0;36.95782841073313;-2.22900163815788;6.83;0.69;87.2;10.76;2;0;1;0;1;1;14;0
14.0;43.0;37.18004254340773;-2.6012680398472;5.4;0.42;96.86;14.53;9;0;1;0;0;1;2;1
14.0;43.0;36.71731256905974;-2.396030800969237;6.15;0.57;94.27;13.5;6;1;1;0;1;1;17;1
14.0;43.0;37.09233807332835;-2.560504383412094;4.5;0.24;97.59;18.35;8;0;0;0;1;1;12;1
14.0;43.0;37.10222006898535;-2.330918835677608;7.88;0.54;88.87;17.05;1;0;1;0;1;1;5;0
14.0;43.0;37.00019993933585;-2.548439244994348;7.87;0.73;93.72;13.53;8;0;1;0;1;1;8;1
14.0;43.0;36.86136432484702;-2.4564101467779134;7.19;0.53;84.67;19.78;2;0;1;0;1;1;5;1
14.0;43.0;37.06787217593602;-2.4983356686555696;3.54;0.3;97.61;12.39;10;0;1;0;1;1;16;0
14.0;43.0;36.95425878246272;-2.615485344982247;8.31;0.64;94.84;13.49;6;1;1;0;1;1;8;1
14.0;43.0;37.00926672924568;-2.798305872805083;6.04;0.37;94.02;13.21;6;0;1;1;1;1;4;1
14.0;43.0;37.08917453063784;-2.5276171325613594;5.16;0.46;95.51;10.5;9;1;1;0;1;1;9;0
14.0;43.0;37.03844407744273;-2.555860577899851;2.51;0.3;97.75;12.95;11;1;1;0;1;1;16;0
14.0;43.0;37.04116531182391;-2.440620144877941;5.23;0.33;93.46;14.75;7;0;1;1;1;1;11;1
14.0;43.0;36.9869383276072;-2.345429114986757;5.32;0.41;96.17;13.21;9;0;1;0;0;1;2;1
14.0;43.0;36.75351452849095;-2.47804937176646;5.49;0.31;93.73;14.67;7;1;1;1;1;1;4;1
14.0;42.0;37.18129671489237;-2.6452868005374586;7.64;0.52;87.32;18.78;3;0;1;0;1;1;5;1
14.0;42.0;37.165989901605485;-2.609733824270416;7.35;0.62;87.24;11.0;2;1;1;0;1;1;14;0
14.0;42.0;36.98642744709919;-2.630954663426368;9.81;0.8;88.56;13.16;6;0;1;0;0;1;6;1
14.0;42.0;36.94234030305073;-2.392372813585027;8.87;0.44;87.64;16.65;2;0;1;0;1;1;5;1
14.0;42.0;36.784963094049786;-2.6875705605262774;4.63;0.29;97.09;16.65;9;0;0;0;1;1;12;1
14.0;42.0;36.96082573861269;-2.2426696825770263;8.65;0.5;85.56;15.1;1;0;1;0;1;1;5;0
14.0;42.0;36.877286383435575;-2.321060518350793;8.14;0.48;84.74;17.53;3;0;1;0;1;1;5;1
14.0;42.0;36.72798849764781;-2.678624099563102;3.06;0.3;97.7;12.2;9;0;1;0;1;1;16;0
14.0;42.0;36.87851429242983;-2.53277525203202;6.84;0.69;86.51;10.96;1;0;1;0;1;1;14;0
14.0;42.0;36.82002555384471;-2.679298704684867;6.43;0.66;92.12;10.17;8;0;1;0;1;1;8;0
14.0;42.0;36.964023676560686;-2.6867348862112967;5.13;0.37;93.67;12.15;7;0;1;1;1;1;4;0
14.0;42.0;37.03476163601369;-2.5790663758555072;5.27;0.41;95.57;11.35;6;0;1;0;1;1;9;0
14.0;42.0;36.8324811993614;-2.7170765158672614;3.69;0.3;97.75;12.17;10;0;1;0;1;1;16;0
14.0;42.0;37.09826342597365;-2.402516657144971;3.85;0.3;95.71;13.4;11;0;1;1;0;1;7;0
14.0;42.0;36.76675240216729;-2.705849385418438;6.05;0.38;96.68;12.36;10;0;1;0;1;1;3;1
14.0;42.0;36.98369474372552;-2.486761557657428;3.79;0.3;95.7;12.95;10;1;1;1;0;1;7;0
14.0;42.0;37.14731098321421;-2.6099671575299803;6.07;0.8;87.89;14.84;6;0;1;0;0;1;13;1
14.0;42.0;36.94812386487964;-2.5886818414723254;3.98;0.3;95.62;13.8;11;0;1;1;0;1;7;1
14.0;42.0;36.91158461196846;-2.3712806872106884;5.39;0.34;94.93;14.96;6;0;1;1;1;1;11;1
14.0;42.0;37.13919000272833;-2.6563506354345505;4.02;0.3;95.51;13.66;9;1;1;1;0;1;7;1
14.0;42.0;36.91408204833949;-2.736981625800748;6.77;0.66;87.43;11.16;2;0;1;0;1;1;14;0
14.0;42.0;36.89779538464981;-2.598067011422149;5.16;0.42;96.62;13.7;10;0;1;0;0;1;1;1
14.0;42.0;37.00100549558999;-2.591722060316486;3.9;0.23;96.75;14.49;10;0;0;0;1;1;12;1
14.0;42.0;36.9503206175956;-2.685163202452737;5.41;0.4;96.24;12.91;11;0;1;0;0;1;2;1
14.0;42.0;37.11109041804548;-2.2045889690463123;7.56;0.35;94.54;12.58;8;0;1;1;0;1;10;1
14.0;42.0;36.8442265144364;-2.342513128090037;5.1;0.35;93.31;13.32;7;0;1;1;1;1;11;1
14.0;42.0;37.142843474172;-2.4845626128593614;5.06;0.34;94.65;12.05;8;0;1;1;1;1;11;0
14.0;42.0;37.168056535661314;-2.475500084430968;7.54;0.8;89.88;14.16;7;0;1;0;0;1;6;1
14.0;42.0;36.99696894676805;-2.20258061002323;2.46;0.3;97.6;13.18;11;0;1;0;1;1;16;0
14.0;42.0;37.06666790463878;-2.5112123919950253;7.14;0.44;88.01;15.64;1;1;1;0;1;1;5;0
14.0;42.0;36.7920626981105;-2.6702164469320686;3.64;0.3;97.78;12.67;13;1;1;0;1;1;16;0
14.0;42.0;36.9101470153074;-2.5412169718288142;6.15;0.43;96.74;12.51;9;0;1;0;1;1;3;1
14.0;42.0;37.16394865233181;-2.5516849057291258;5.12;0.35;94.13;12.53;7;0;1;1;1;1;4;0
14.0;42.0;37.00437216604557;-2.2811662783335667;5.43;0.34;93.02;12.38;8;0;1;1;1;1;11;0
14.0;42.0;36.93692556631858;-2.4757564441673963;6.72;0.8;88.13;13.01;8;0;1;0;0;1;13;1
14.0;42.0;36.74050562791669;-2.2236770565376296;3.89;0.3;95.69;13.79;13;0;1;1;0;1;7;1
14.0;42.0;37.19183524909595;-2.329168891294158;6.39;0.73;92.34;10.44;9;1;1;0;1;1;8;0
14.0;42.0;36.80183408906125;-2.4892579091751235;6.78;0.87;88.03;8.2;3;0;1;0;1;1;15;0
14.0;42.0;36.7592316905498;-2.3807793480186685;5.18;0.34;93.54;13.07;8;1;1;1;1;1;11;1
14.0;42.0;36.8365777070272;-2.7685357963146946;6.2;0.48;96.31;15.12;8;0;1;0;1;1;3;1
14.0;42.0;36.79134490517191;-2.699741014015219;5.4;0.47;95.93;11.58;6;0;1;0;1;1;9;0
14.0;42.0;37.095181750553344;-2.603481087629957;6.0;0.33;92.13;12.41;6;0;1;1;1;1;4;1
14.0;42.0;36.76058502621751;-2.292226029094996;7.37;0.81;81.25;9.66;2;1;1;0;1;1;15;0
14.0;42.0;36.89389976936637;-2.756220148472755;5.34;0.44;95.05;10.07;6;0;1;0;1;1;9;0
14.0;42.0;37.16096486883445;-2.2684018221155906;6.08;0.8;89.85;14.21;8;0;1;0;0;1;13;1
14.0;42.0;36.785326458176826;-2.558472941304563;5.79;0.36;94.85;13.7;7;0;1;1;1;1;4;1
14.0;42.0;36.85213431344872;-2.350894067291529;5.06;0.42;96.37;12.27;10;0;1;0;0;1;1;0
14.0;42.0;36.9966524488833;-2.698468576387364;3.44;0.3;97.71;13.09;10;0;1;0;1;1;16;0
14.0;42.0;36.970421130808695;-2.6605610831799944;6.83;0.8;87.59;12.18;6;1;1;0;0;1;13;0
14.0;42.0;37.10834383226042;-2.7467025544779045;5.43;0.44;96.06;14.93;10;1;1;0;0;1;2;1
14.0;42.0;36.78945198731697;-2.7303992374679646;7.75;0.75;90.97;8.47;3;0;1;0;1;1;15;0
14.0;42.0;37.09840663452981;-2.6472018102035006;5.35;0.43;95.39;10.2;6;0;1;0;1;1;9;0
14.0;42.0;37.18491468640653;-2.435717846956548;3.65;0.3;95.59;14.04;9;1;1;1;0;1;7;1
14.0;42.0;36.97420472661974;-2.6361929685395027;6.5;0.8;87.44;14.57;5;1;1;0;0;1;13;1
14.0;42.0;36.70772257135794;-2.780591113127751;6.55;0.44;94.79;12.23;6;0;1;0;1;1;17;1
14.0;42.0;37.17016149006653;-2.3992700255034056;7.36;0.8;89.95;12.23;5;1;1;0;0;1;6;1
14.0;42.0;37.12782998578846;-2.7680427384627326;8.61;0.45;84.7;16.97;3;1;1;0;1;1;5;1
14.0;42.0;37.19827725661475;-2.7642591410548025;7.45;0.54;84.51;16.48;3;0;1;0;1;1;5;1
14.0;42.0;36.96031421640611;-2.687718674549649;7.05;0.66;87.06;11.18;2;1;1;0;1;1;14;0
14.0;42.0;37.08674056392629;-2.3754577518699804;5.14;0.43;95.4;11.22;9;0;1;0;1;1;9;0
14.0;42.0;37.13731115808499;-2.3494417199657125;6.16;0.38;94.2;14.78;7;0;1;1;1;1;4;1
14.0;42.0;37.11670803378544;-2.5460019336099755;5.34;0.43;96.92;13.88;10;0;1;0;0;1;2;1
14.0;42.0;37.14880623553709;-2.6560977935344705;4.52;0.28;96.88;17.07;8;0;0;0;1;1;12;1
14.0;42.0;37.10170353974992;-2.20005569547327;7.83;0.47;88.83;18.08;1;0;1;0;1;1;5;0
14.0;42.0;36.997875535591554;-2.2461570941183213;7.29;0.69;86.56;11.06;2;1;1;0;1;1;14;0
14.0;42.0;36.82309508220639;-2.233967129030733;8.93;0.63;93.07;13.08;7;0;1;0;1;1;8;1
14.0;42.0;36.9692466543033;-2.67720018024246;5.1;0.32;93.26;13.41;6;0;1;1;1;1;11;1
14.0;42.0;37.110874072146;-2.462993035109424;6.22;0.5;94.34;12.09;6;0;1;0;1;1;17;1
14.0;42.0;36.74783122753787;-2.410443729409531;5.27;0.43;96.66;14.94;8;0;1;0;0;1;2;1
14.0;42.0;36.83947323704262;-2.7744531879132195;2.49;0.3;97.71;12.39;8;0;1;0;1;1;16;0
