,Unnamed: 0.1,temperature,humidity,date,nombre_finca,Fertilizantes,latitud,longitud,Unnamed: 0,Tipo,Brix,Acidez,Agua,Índice padurez,Calibre,Primavera,Verano,Otoño,Invierno,frescura
2137,3006,14.0,41.0,2018-01-05,"Collins, Shields and Anthony",No,36.92430512628264,-2.3551283630624744,3006,Pera,5.36,0.31,92.16,12.42,7,Sí,Sí,Sí,Sí,False
2138,3007,14.0,41.0,2018-04-13,"Roberson, Hunter and Webb",Sí,36.99552751779168,-2.574979034265892,3007,Raf,6.31,0.72,94.0,10.67,9,Sí,No,Sí,Sí,False
2139,3008,14.0,41.0,2018-11-21,"Rodriguez, Montgomery and Valentine",No,36.97568033709958,-2.5825197905925394,3008,Liso,6.05,0.36,96.35,12.32,8,Sí,No,Sí,Sí,True
2140,3009,14.0,41.0,2018-12-10,Lopez and Sons,No,36.7418486491371,-2.780130116492889,3009,Raf,6.13,0.57,92.06,12.35,7,Sí,No,Sí,Sí,True
2141,3011,14.0,41.0,2018-10-26,Strickland-Rose,No,37.026170748508704,-2.5845540834156093,3011,Corazon Casi,3.8,0.24,96.89,17.45,9,No,No,Sí,Sí,True
2142,3012,14.0,41.0,2018-02-16,"Collins, Shields and Anthony",No,36.85760061404322,-2.7478344498814677,3012,Adora,7.15,0.8,87.07,13.9,6,Sí,No,No,Sí,True
2143,3013,14.0,41.0,2018-01-19,Lopez and Sons,Sí,37.12425756054631,-2.645918659166629,3013,Flamenko,6.43,0.8,89.63,13.19,5,Sí,No,No,Sí,True
2144,3017,14.0,41.0,2018-04-05,"Collins, Shields and Anthony",No,36.73799726254427,-2.652851749609672,3017,Corazón de Buey,3.02,0.3,97.73,12.32,9,Sí,No,Sí,Sí,False
2145,3018,14.0,41.0,2018-03-29,Schneider-Rasmussen,No,36.92956545694063,-2.384806989600176,3018,Rebelión,7.4,0.39,94.54,13.58,7,Sí,Sí,No,Sí,True
2146,3019,14.0,41.0,2018-12-03,Schneider-Rasmussen,No,36.95905554194924,-2.6348921789327493,3019,Rebelión,6.77,0.33,94.63,13.76,8,Sí,Sí,No,Sí,True
2147,3020,14.0,41.0,2018-11-05,Schneider-Rasmussen,Sí,36.923747177595565,-2.723791867039473,3020,Corazon Casi,3.93,0.29,97.61,16.38,8,No,No,Sí,Sí,True
2148,3021,14.0,41.0,2018-12-23,Schneider-Rasmussen,No,37.17300517745088,-2.5664562931288284,3021,Cherry Rama,8.04,0.92,89.38,8.67,2,Sí,No,Sí,Sí,False
2149,3023,14.0,41.0,2018-05-23,"Murphy, Myers and Mitchell",No,37.016064130209415,-2.762621056320925,3023,Rosa,5.28,0.45,96.5,14.42,8,Sí,No,No,Sí,True
2150,3024,14.0,41.0,2018-11-26,"Murphy, Myers and Mitchell",Sí,36.70068328224145,-2.611221182237454,3024,Corazon Casi,3.87,0.27,97.77,16.35,8,No,No,Sí,Sí,True
2151,3025,14.0,41.0,2018-12-13,Lopez and Sons,Sí,37.11116548363409,-2.279406763262468,3025,San Marzano,3.76,0.3,95.84,12.87,11,Sí,Sí,No,Sí,False
2152,3026,14.0,41.0,2018-02-27,"Rodriguez, Montgomery and Valentine",No,37.043518675511,-2.447373239696261,3026,Rebelión,7.13,0.37,94.27,12.63,8,Sí,Sí,No,Sí,True
2153,3027,14.0,41.0,2018-12-14,Nguyen-Thompson,No,36.94551193145984,-2.576205094303748,3027,Corazon Casi,3.95,0.25,97.14,18.18,9,No,No,Sí,Sí,True
2154,3028,14.0,41.0,2018-04-07,"Collins, Shields and Anthony",No,36.899434416484574,-2.419743238546916,3028,Rebelión,7.41,0.31,94.72,14.13,9,Sí,Sí,No,Sí,True
2155,3029,14.0,41.0,2018-10-11,Lopez and Sons,No,37.10955770663851,-2.408820092001331,3029,Rama,5.25,0.3,93.53,12.54,6,Sí,Sí,Sí,Sí,False
2156,3030,14.0,41.0,2018-02-22,Jones-Boyd,No,37.08912461080296,-2.706426459115824,3030,Corazón de Buey,3.58,0.3,97.61,13.07,12,Sí,No,Sí,Sí,False
2157,3031,14.0,41.0,2018-05-25,Nguyen-Thompson,Sí,36.87109993478629,-2.477142659606691,3031,Liso,6.25,0.42,96.59,15.49,9,Sí,No,Sí,Sí,True
2158,3033,14.0,41.0,2018-11-04,Schneider-Rasmussen,No,36.8635870526925,-2.262406627625092,3033,Rama,5.02,0.3,94.3,14.66,7,Sí,Sí,Sí,Sí,True
2159,3034,14.0,41.0,2018-03-20,Estrada LLC,No,37.16472809230955,-2.455475922946184,3034,San Marzano,3.64,0.3,95.68,13.27,9,Sí,Sí,No,Sí,False
2160,3036,14.0,41.0,2018-10-30,Jones-Boyd,No,36.95717370186821,-2.3720060662317284,3036,Corazón de Buey,2.43,0.3,97.68,12.15,12,Sí,No,Sí,Sí,False
2161,3037,14.0,41.0,2018-12-28,Estrada LLC,No,37.10948437625851,-2.6009475467665024,3037,Negro,6.23,0.53,94.39,13.84,6,Sí,No,Sí,Sí,True
2162,3039,14.0,41.0,2018-01-09,Nguyen-Thompson,Sí,36.936562325166136,-2.47040160580463,3039,Flamenko,6.78,0.8,87.01,13.15,8,Sí,No,No,Sí,True
2163,3040,14.0,41.0,2018-04-27,Strickland-Rose,No,37.08949609325287,-2.465283452649674,3040,Liso,6.35,0.43,96.91,14.31,10,Sí,No,Sí,Sí,True
2164,3042,14.0,41.0,2018-09-27,Strickland-Rose,No,36.97259805455116,-2.774407650691931,3042,Corazón de Buey,2.5,0.3,97.62,12.95,11,Sí,No,Sí,Sí,False
2165,3045,14.0,41.0,2018-12-04,Jones-Boyd,No,37.10220114384124,-2.533300001728205,3045,Cherry Pera,8.22,0.47,85.07,16.39,3,Sí,No,Sí,Sí,True
2166,3047,14.0,41.0,2018-12-21,"Murphy, Myers and Mitchell",No,36.93901227911215,-2.5002656635732814,3047,Rama,5.04,0.31,94.96,12.23,7,Sí,Sí,Sí,Sí,False
2167,3048,14.0,41.0,2018-04-11,Jones-Boyd,No,37.10722565679532,-2.445135393094152,3048,Rama,5.18,0.33,94.47,14.31,7,Sí,Sí,Sí,Sí,True
2168,3049,14.0,41.0,2018-02-12,Strickland-Rose,No,36.8758949913994,-2.4121061749345323,3049,Cherry Redondo,7.3,0.66,87.45,10.94,2,Sí,No,Sí,Sí,False
2169,3052,14.0,41.0,2018-12-16,Jones-Boyd,No,36.84686652013433,-2.5148444612379417,3052,Larga Vida,5.39,0.49,95.51,10.52,7,Sí,No,Sí,Sí,False
2170,3053,14.0,41.0,2018-02-21,Schneider-Rasmussen,No,37.1120074497282,-2.287915543026488,3053,Liso,6.24,0.45,96.57,14.15,10,Sí,No,Sí,Sí,True
2171,3055,14.0,41.0,2018-04-09,"Collins, Shields and Anthony",Sí,37.158780879009726,-2.4673593031014587,3055,Cherry Rama,7.8,0.9,89.57,9.23,2,Sí,No,Sí,Sí,False
2172,3056,14.0,41.0,2018-01-21,Schneider-Rasmussen,Sí,36.76101835646472,-2.2471378986243185,3056,Raf,7.0,0.56,94.23,11.96,6,Sí,No,Sí,Sí,True
2173,3058,14.0,41.0,2018-10-29,Schneider-Rasmussen,No,36.97655915517326,-2.5859585115038297,3058,Cherry Redondo,7.43,0.6,87.22,11.07,3,Sí,No,Sí,Sí,False
2174,3059,16.0,46.0,2018-09-14,"Rodriguez, Montgomery and Valentine",No,36.80068119543285,-2.4386223262280606,3059,Rama,5.31,0.35,94.59,12.48,8,Sí,Sí,Sí,Sí,True
2175,3061,16.0,46.0,2018-09-27,"Rodriguez, Montgomery and Valentine",Sí,36.76736990548338,-2.204194270431437,3061,Rama,5.33,0.3,94.15,13.63,7,Sí,Sí,Sí,Sí,True
2176,3062,16.0,46.0,2018-11-14,Schneider-Rasmussen,No,37.166414492962375,-2.7224834648207525,3062,Cherry Redondo,7.18,0.67,87.68,11.07,3,Sí,No,Sí,Sí,False
2177,3063,16.0,46.0,2018-10-17,Lopez and Sons,Sí,37.01268450927173,-2.4277427112727885,3063,Pera,5.34,0.35,94.74,14.85,6,Sí,Sí,Sí,Sí,True
2178,3065,16.0,46.0,2018-12-13,Lopez and Sons,Sí,36.81314118225253,-2.510183667480627,3065,Cherry Pera,7.26,0.44,84.89,14.93,2,Sí,No,Sí,Sí,False
2179,3066,16.0,46.0,2018-04-17,Estrada LLC,Sí,37.04195841074178,-2.7612440867371952,3066,Raf,6.05,0.59,93.24,13.07,8,Sí,No,Sí,Sí,True
2180,3067,16.0,46.0,2018-03-31,Schneider-Rasmussen,Sí,36.77150958679563,-2.4695549522943274,3067,Corazón de Buey,2.47,0.3,97.65,12.8,8,Sí,No,Sí,Sí,False
2181,3068,16.0,46.0,2018-01-22,Jones-Boyd,Sí,37.12735289561757,-2.7720889244314884,3068,Cherry Rama,6.9,0.75,83.28,9.38,2,Sí,No,Sí,Sí,False
2182,3069,16.0,46.0,2018-01-23,Strickland-Rose,No,36.70779121053862,-2.649917257963847,3069,Cherry Rama,7.02,0.87,84.04,9.6,3,Sí,No,Sí,Sí,False
2183,3071,16.0,46.0,2018-03-24,Jones-Boyd,No,36.913565043174685,-2.3129833000912665,3071,Cherry Rama,7.05,0.83,88.04,9.4,1,Sí,No,Sí,Sí,False
2184,3073,16.0,46.0,2018-02-24,"Murphy, Myers and Mitchell",Sí,37.17504793817589,-2.536004312125625,3073,Corazon Casi,4.65,0.21,97.49,16.88,9,No,No,Sí,Sí,True
2185,3074,16.0,46.0,2018-11-24,Nguyen-Thompson,No,36.95084849212881,-2.416798474199602,3074,Rama,5.05,0.31,93.52,12.92,6,Sí,Sí,Sí,Sí,False
2186,3076,16.0,46.0,2018-05-29,Strickland-Rose,Sí,36.72217051082569,-2.2288150021375865,3076,Flamenko,6.61,0.8,85.81,14.46,6,Sí,No,No,Sí,True
2187,3077,16.0,46.0,2018-05-12,Estrada LLC,No,37.18967112082149,-2.3514766326306598,3077,Liso,6.02,0.44,96.72,15.15,10,Sí,No,Sí,Sí,True
2188,3079,16.0,46.0,2018-01-18,Nguyen-Thompson,No,36.80968291246081,-2.44823653042146,3079,Cherry Rama,7.68,0.81,81.24,9.66,2,Sí,No,Sí,Sí,False
2189,3083,16.0,46.0,2018-02-14,"Collins, Shields and Anthony",Sí,36.86283756932396,-2.621244265383272,3083,Adora,9.51,0.8,88.84,12.25,5,Sí,No,No,Sí,True
2190,3084,16.0,46.0,2018-03-25,"Rodriguez, Montgomery and Valentine",Sí,36.98121946849762,-2.2811399272316137,3084,Larga Vida,5.09,0.44,95.54,11.96,6,Sí,No,Sí,Sí,False
2191,3085,16.0,46.0,2018-12-16,Strickland-Rose,No,36.82526561048704,-2.3988129174161203,3085,Flamenko,6.77,0.8,86.42,12.94,8,Sí,No,No,Sí,True
2192,3086,16.0,46.0,2018-11-30,Jones-Boyd,No,36.700195696756985,-2.483598267717641,3086,Negro,6.71,0.54,94.22,12.74,6,Sí,No,Sí,Sí,True
2193,3087,16.0,46.0,2018-03-29,Lopez and Sons,Sí,37.0106345354013,-2.6470654421241235,3087,Cherry Rama,7.77,0.9,83.97,9.0,3,Sí,No,Sí,Sí,False
2194,3091,16.0,46.0,2018-03-26,"Roberson, Hunter and Webb",No,37.105276244554254,-2.747386124891568,3091,Liso,6.42,0.38,96.31,15.71,8,Sí,No,Sí,Sí,True
2195,3093,16.0,46.0,2018-11-15,Strickland-Rose,No,37.16543664529623,-2.200904853271646,3093,Pera,5.83,0.39,92.25,13.56,7,Sí,Sí,Sí,Sí,True
2196,3095,16.0,46.0,2018-05-11,"Collins, Shields and Anthony",No,36.7593708838759,-2.636325307499087,3095,Negro,6.28,0.48,94.78,13.63,6,Sí,No,Sí,Sí,True
2197,3097,16.0,46.0,2018-05-06,Lopez and Sons,Sí,36.93354929233117,-2.717857518280318,3097,Negro,6.46,0.5,94.09,12.74,6,Sí,No,Sí,Sí,True
2198,3099,16.0,46.0,2018-01-19,Strickland-Rose,No,37.00537440031149,-2.4281920499727434,3099,Rebelión,6.62,0.34,94.93,12.96,8,Sí,Sí,No,Sí,True
2199,3101,16.0,46.0,2018-10-30,"Rodriguez, Montgomery and Valentine",No,36.71246258552127,-2.66999057204327,3101,Cherry Pera,8.55,0.54,84.37,15.85,1,Sí,No,Sí,Sí,False
2200,3102,16.0,46.0,2018-04-15,"Collins, Shields and Anthony",No,36.80363253303379,-2.6534668014893463,3102,Adora,7.51,0.8,86.54,13.51,5,Sí,No,No,Sí,True
2201,3104,16.0,46.0,2018-12-28,Estrada LLC,No,36.98050589126344,-2.693645604901425,3104,Beef,5.46,0.43,96.66,12.85,9,Sí,No,No,Sí,True
2202,3105,16.0,46.0,2018-09-26,Nguyen-Thompson,No,36.85818194471024,-2.72082972819822,3105,Cherry Pera,7.16,0.45,86.02,17.98,1,Sí,No,Sí,Sí,False
2203,3106,16.0,46.0,2018-02-16,Strickland-Rose,Sí,36.70770153024228,-2.2237126181612425,3106,Pera,6.44,0.35,93.45,13.96,7,Sí,Sí,Sí,Sí,True
2204,3107,16.0,46.0,2018-05-12,Lopez and Sons,No,36.99584682256284,-2.35113038689382,3107,Corazón de Buey,2.68,0.3,97.66,12.66,13,Sí,No,Sí,Sí,False
2205,3108,16.0,46.0,2018-10-22,Strickland-Rose,No,36.8318764842553,-2.2783563279675434,3108,Cherry Rama,6.85,0.86,85.96,8.06,2,Sí,No,Sí,Sí,False
2206,3109,16.0,46.0,2018-03-11,Jones-Boyd,Sí,36.858631105600274,-2.4127815035261326,3109,Cherry Rama,7.44,0.71,86.42,7.92,1,Sí,No,Sí,Sí,False
2207,3110,16.0,46.0,2018-04-18,"Rodriguez, Montgomery and Valentine",No,36.758236498142494,-2.68605602793023,3110,Rosa,5.21,0.41,96.89,13.61,8,Sí,No,No,Sí,True
2208,3112,16.0,46.0,2018-12-15,Schneider-Rasmussen,No,37.08430961097384,-2.6561715707774693,3112,Corazon Casi,4.3,0.25,97.3,17.64,9,No,No,Sí,Sí,True
2209,3113,16.0,46.0,2018-03-12,"Roberson, Hunter and Webb",Sí,36.866119052411776,-2.763497984981048,3113,Negro,6.07,0.43,94.87,14.07,6,Sí,No,Sí,Sí,True
2210,3114,16.0,46.0,2018-01-21,"Roberson, Hunter and Webb",Sí,36.875487893213226,-2.4041448939129704,3114,Negro,6.85,0.57,94.26,13.95,6,Sí,No,Sí,Sí,True
2211,3118,16.0,46.0,2018-12-24,Lopez and Sons,No,37.16395673543813,-2.705768093028012,3118,Larga Vida,5.14,0.43,95.37,11.86,6,Sí,No,Sí,Sí,False
2212,3119,16.0,46.0,2018-10-10,"Collins, Shields and Anthony",No,36.8150838568906,-2.495428437144404,3119,Rama,5.43,0.35,93.11,14.91,8,Sí,Sí,Sí,Sí,True
2213,3120,16.0,46.0,2018-01-07,"Murphy, Myers and Mitchell",No,36.79648931071485,-2.718503879963224,3120,Raf,8.06,0.74,94.3,10.97,9,Sí,No,Sí,Sí,True
2214,3121,16.0,46.0,2018-02-27,Nguyen-Thompson,No,37.11633803446981,-2.3168616323696507,3121,San Marzano,3.67,0.3,95.73,13.8,12,Sí,Sí,No,Sí,True
2215,3123,16.0,46.0,2018-02-28,"Murphy, Myers and Mitchell",Sí,36.91874250038551,-2.3701090711725623,3123,Liso,6.23,0.39,96.24,12.22,9,Sí,No,Sí,Sí,True
2216,3124,16.0,46.0,2018-06-30,Nguyen-Thompson,No,36.80489991075681,-2.43524306065098,3124,San Marzano,3.89,0.3,95.72,13.4,8,Sí,Sí,No,Sí,False
2217,3125,16.0,46.0,2018-02-06,Strickland-Rose,No,37.05394883443717,-2.338243671705431,3125,Rebelión,7.95,0.33,94.25,14.32,8,Sí,Sí,No,Sí,True
2218,3126,16.0,46.0,2018-01-22,Schneider-Rasmussen,No,36.86749931799528,-2.3971812087201,3126,Pera,5.71,0.35,92.64,13.03,6,Sí,Sí,Sí,Sí,True
2219,3128,16.0,46.0,2018-06-25,Nguyen-Thompson,Sí,37.05399628353392,-2.7218483656269044,3128,Pera,5.95,0.34,94.77,12.89,6,Sí,Sí,Sí,Sí,True
2220,3129,16.0,46.0,2018-12-21,Estrada LLC,Sí,37.09964955290732,-2.26053899344316,3129,Rebelión,7.22,0.31,94.84,13.5,9,Sí,Sí,No,Sí,True
2221,3131,16.0,46.0,2018-10-25,"Murphy, Myers and Mitchell",No,36.89799974996474,-2.430047372860744,3131,Corazón de Buey,3.63,0.3,97.68,12.77,11,Sí,No,Sí,Sí,False
2222,3133,16.0,46.0,2018-05-15,Nguyen-Thompson,No,37.10474284525328,-2.392397519661918,3133,Rosa,5.46,0.41,96.74,14.03,10,Sí,No,No,Sí,True
2223,3137,16.0,46.0,2018-01-23,Strickland-Rose,No,36.7982133777868,-2.713239482255689,3137,Corazón de Buey,2.72,0.3,97.68,12.47,13,Sí,No,Sí,Sí,False
2224,3141,16.0,46.0,2018-05-06,Lopez and Sons,No,37.03278814472964,-2.6549226678976643,3141,Raf,7.42,0.58,92.13,13.65,6,Sí,No,Sí,Sí,True
2225,3142,16.0,46.0,2018-03-31,Schneider-Rasmussen,No,37.007486283564056,-2.6813956927332447,3142,San Marzano,3.97,0.3,95.96,13.02,11,Sí,Sí,No,Sí,False
2226,3144,16.0,46.0,2018-05-12,Nguyen-Thompson,No,36.92169590659128,-2.4727654113404283,3144,Raf,7.32,0.61,94.58,10.18,9,Sí,No,Sí,Sí,False
2227,3146,16.0,46.0,2018-02-22,Jones-Boyd,Sí,36.793441204573895,-2.5870647952463246,3146,Larga Vida,5.47,0.45,95.65,10.04,6,Sí,No,Sí,Sí,False
2228,3147,16.0,46.0,2018-05-11,Jones-Boyd,No,36.79707258848085,-2.376229130617192,3147,Cherry Pera,7.18,0.51,84.36,19.43,2,Sí,No,Sí,Sí,True
2229,3148,16.0,46.0,2018-09-05,Strickland-Rose,No,37.166590651294186,-2.748266253544318,3148,Cherry Pera,7.5,0.54,84.61,19.16,2,Sí,No,Sí,Sí,True
2230,3149,16.0,46.0,2018-12-10,Jones-Boyd,Sí,37.03166806064266,-2.247075919851059,3149,Raf,7.56,0.59,94.32,10.65,6,Sí,No,Sí,Sí,True
2231,3150,16.0,46.0,2018-02-03,"Collins, Shields and Anthony",Sí,36.85486931712213,-2.7149234804138307,3150,Corazón de Buey,3.08,0.3,97.71,12.5,11,Sí,No,Sí,Sí,False
2232,3151,16.0,46.0,2018-04-26,Strickland-Rose,Sí,36.91965571520915,-2.43370681748011,3151,Rama,5.34,0.3,94.65,12.88,6,Sí,Sí,Sí,Sí,True
2233,3152,16.0,46.0,2018-05-02,"Murphy, Myers and Mitchell",No,37.0774074775161,-2.2997413272814797,3152,Rosa,5.52,0.4,96.49,13.49,8,Sí,No,No,Sí,True
2234,3153,16.0,46.0,2018-12-25,Estrada LLC,No,36.97695872262163,-2.5523257127155747,3153,Beef,5.54,0.45,96.86,14.47,9,Sí,No,No,Sí,True
2235,3154,16.0,46.0,2018-01-20,Nguyen-Thompson,No,36.88922692946676,-2.6980464779744224,3154,Raf,8.34,0.57,92.33,10.31,7,Sí,No,Sí,Sí,True
2236,3156,16.0,46.0,2018-10-16,"Collins, Shields and Anthony",No,37.15192170764998,-2.221645556159178,3156,Cherry Redondo,7.24,0.69,87.03,11.12,2,Sí,No,Sí,Sí,False
2237,3157,16.0,46.0,2018-04-07,"Murphy, Myers and Mitchell",Sí,36.82313042980317,-2.3486304300775243,3157,Rama,5.43,0.31,93.45,12.08,7,Sí,Sí,Sí,Sí,False
2238,3158,16.0,46.0,2018-11-25,Strickland-Rose,Sí,36.87225349589604,-2.6851418915261784,3158,Liso,6.18,0.49,96.77,12.47,9,Sí,No,Sí,Sí,True
2239,3162,16.0,46.0,2018-08-16,Estrada LLC,No,36.911591623518085,-2.519479203339654,3162,Rebelión,6.58,0.37,94.44,13.35,8,Sí,Sí,No,Sí,True
2240,3164,16.0,46.0,2018-09-16,"Murphy, Myers and Mitchell",No,37.07542362648163,-2.2190377847094944,3164,Cherry Pera,7.17,0.46,88.64,16.31,1,Sí,No,Sí,Sí,False
2241,3165,16.0,46.0,2018-02-02,Schneider-Rasmussen,No,37.08328149123251,-2.7209843013712,3165,Raf,6.28,0.65,94.79,11.54,7,Sí,No,Sí,Sí,False
2242,3166,16.0,46.0,2018-11-25,Jones-Boyd,No,37.04462076991354,-2.374054732399465,3166,Larga Vida,5.07,0.5,95.16,10.07,8,Sí,No,Sí,Sí,False
2243,3168,16.0,46.0,2018-03-08,"Rodriguez, Montgomery and Valentine",No,37.18853768102188,-2.66284135167982,3168,Pera,5.73,0.31,92.69,12.61,6,Sí,Sí,Sí,Sí,True
2244,3169,16.0,46.0,2018-12-03,Estrada LLC,Sí,36.854857560339,-2.590052675488744,3169,Negro,6.18,0.53,94.03,12.07,7,Sí,No,Sí,Sí,True
2245,3171,16.0,46.0,2018-01-14,Estrada LLC,No,37.16589508373295,-2.6135019633709384,3171,San Marzano,3.72,0.3,95.79,12.81,9,Sí,Sí,No,Sí,False
2246,3173,16.0,46.0,2018-09-03,Jones-Boyd,No,37.108665175725655,-2.7890950636576632,3173,Cherry Rama,7.42,0.83,88.78,9.12,1,Sí,No,Sí,Sí,False
2247,3175,16.0,46.0,2018-05-12,"Murphy, Myers and Mitchell",Sí,37.099839438146006,-2.212324875407198,3175,Corazón de Buey,3.23,0.3,97.71,12.56,8,Sí,No,Sí,Sí,False
2248,3177,16.0,46.0,2018-12-06,"Rodriguez, Montgomery and Valentine",No,36.87117006726029,-2.33876914749601,3177,Liso,6.34,0.45,96.72,15.02,10,Sí,No,Sí,Sí,True
2249,3179,16.0,46.0,2018-11-04,Estrada LLC,No,36.78870391862277,-2.482237284050964,3179,Liso,6.34,0.47,96.05,14.64,9,Sí,No,Sí,Sí,True
2250,3180,16.0,46.0,2018-09-09,"Rodriguez, Montgomery and Valentine",Sí,37.13883862663215,-2.302921927478337,3180,Cherry Rama,7.65,0.98,90.81,9.32,3,Sí,No,Sí,Sí,False
2251,3181,16.0,47.0,2018-04-19,Jones-Boyd,Sí,37.05231765654272,-2.572210803169088,3181,Larga Vida,5.18,0.44,95.6,10.69,6,Sí,No,Sí,Sí,False
2252,3183,16.0,47.0,2018-02-05,Estrada LLC,Sí,36.90589486447266,-2.318348785980572,3183,Larga Vida,5.03,0.49,95.62,11.81,6,Sí,No,Sí,Sí,False
2253,3185,16.0,47.0,2018-12-10,Estrada LLC,No,36.82885774524538,-2.2292949217895224,3185,Adora,9.55,0.8,88.97,12.57,6,Sí,No,No,Sí,True
2254,3187,16.0,47.0,2018-01-06,Estrada LLC,No,36.93343647307408,-2.4031661714657178,3187,Corazon Casi,4.25,0.25,97.67,18.28,8,No,No,Sí,Sí,True
2255,3190,16.0,47.0,2018-09-02,Schneider-Rasmussen,No,37.15278276624454,-2.2145171111509274,3190,Larga Vida,5.23,0.44,95.1,11.0,8,Sí,No,Sí,Sí,False
2256,3191,16.0,47.0,2018-11-18,Jones-Boyd,No,37.08169892602723,-2.330595373552645,3191,Rama,5.36,0.34,93.87,13.33,6,Sí,Sí,Sí,Sí,True
2257,3194,16.0,47.0,2018-09-25,"Collins, Shields and Anthony",No,37.02571746847726,-2.247127724278374,3194,Negro,6.89,0.53,94.32,13.34,7,Sí,No,Sí,Sí,True
2258,3196,16.0,47.0,2018-03-11,Lopez and Sons,No,36.79028563811202,-2.5004428906874527,3196,Pera,5.48,0.31,92.32,13.45,7,Sí,Sí,Sí,Sí,True
2259,3198,16.0,47.0,2018-03-15,Estrada LLC,No,37.04386888094332,-2.495217534661656,3198,San Marzano,4.09,0.3,95.77,12.99,13,Sí,Sí,No,Sí,False
2260,3199,16.0,47.0,2018-02-15,Nguyen-Thompson,No,37.12407921561783,-2.514869730705469,3199,San Marzano,4.06,0.3,95.53,14.36,8,Sí,Sí,No,Sí,True
2261,3200,16.0,47.0,2018-11-03,Estrada LLC,Sí,37.01357453657295,-2.590174256027036,3200,Liso,6.25,0.44,96.49,12.87,8,Sí,No,Sí,Sí,True
2262,3201,16.0,47.0,2018-03-31,Schneider-Rasmussen,No,36.88759085641664,-2.2942963422405023,3201,Corazón de Buey,3.4,0.3,97.61,13.02,12,Sí,No,Sí,Sí,False
2263,3202,16.0,47.0,2018-12-07,"Rodriguez, Montgomery and Valentine",No,36.91111094175204,-2.572339884912496,3202,Rosa,5.08,0.44,96.77,13.39,10,Sí,No,No,Sí,True
2264,3203,16.0,47.0,2018-02-21,"Roberson, Hunter and Webb",No,37.16308841879106,-2.652113267133665,3203,Negro,6.82,0.44,94.06,13.71,6,Sí,No,Sí,Sí,True
2265,3204,16.0,47.0,2018-01-17,"Roberson, Hunter and Webb",Sí,36.9282318590684,-2.301221133779271,3204,Pera,6.4,0.34,93.53,14.14,7,Sí,Sí,Sí,Sí,True
2266,3205,16.0,47.0,2018-02-16,"Murphy, Myers and Mitchell",No,36.76408665620565,-2.3352595558672555,3205,Corazon Casi,4.09,0.26,96.79,14.4,8,No,No,Sí,Sí,True
2267,3206,16.0,47.0,2018-02-09,Schneider-Rasmussen,No,37.06865577704541,-2.717323908913632,3206,Larga Vida,5.41,0.48,95.28,11.35,6,Sí,No,Sí,Sí,False
2268,3208,16.0,47.0,2018-02-23,Jones-Boyd,No,36.743843835706606,-2.3271202150472896,3208,Rosa,5.36,0.43,96.66,12.72,10,Sí,No,No,Sí,True
2269,3209,16.0,47.0,2018-01-14,Schneider-Rasmussen,Sí,37.13764455562075,-2.7074154983510867,3209,Cherry Redondo,7.15,0.64,86.79,10.78,3,Sí,No,Sí,Sí,False
2270,3210,16.0,47.0,2018-06-05,"Roberson, Hunter and Webb",No,36.93681961134151,-2.63742246578256,3210,Rama,5.03,0.33,93.27,13.48,6,Sí,Sí,Sí,Sí,True
2271,3211,16.0,47.0,2018-03-04,Estrada LLC,No,37.02083030148693,-2.707147372360176,3211,Beef,5.06,0.44,96.7,13.93,9,Sí,No,No,Sí,True
2272,3212,16.0,47.0,2018-03-29,Schneider-Rasmussen,No,36.93880029872472,-2.7781793410437574,3212,Cherry Rama,7.26,0.77,82.66,9.56,3,Sí,No,Sí,Sí,False
2273,3214,16.0,47.0,2018-01-10,"Roberson, Hunter and Webb",No,36.98273203972716,-2.544468202201007,3214,Adora,9.54,0.8,86.28,13.0,5,Sí,No,No,Sí,True
2274,3215,16.0,47.0,2018-09-10,Jones-Boyd,Sí,37.08616672150792,-2.786757556934843,3215,Larga Vida,5.38,0.4,95.91,10.06,6,Sí,No,Sí,Sí,False
2275,3216,16.0,47.0,2018-10-11,Nguyen-Thompson,No,36.7269240702971,-2.573458870418768,3216,Cherry Rama,7.4,0.79,83.57,8.09,3,Sí,No,Sí,Sí,False
2276,3218,16.0,47.0,2018-03-09,Estrada LLC,Sí,37.072780063169226,-2.759850735172206,3218,Liso,6.24,0.36,96.05,15.49,10,Sí,No,Sí,Sí,True
2277,3219,16.0,47.0,2018-10-16,"Roberson, Hunter and Webb",No,36.92239997889491,-2.5978741645200856,3219,Liso,6.05,0.38,96.1,12.18,9,Sí,No,Sí,Sí,True
2278,3222,16.0,47.0,2018-12-10,Nguyen-Thompson,No,36.79639073127854,-2.2539286952610063,3222,Flamenko,6.41,0.8,85.05,13.69,7,Sí,No,No,Sí,True
2279,3223,16.0,47.0,2018-03-06,"Roberson, Hunter and Webb",No,37.13589832308826,-2.3243946408581184,3223,Larga Vida,5.25,0.47,95.43,10.67,8,Sí,No,Sí,Sí,False
2280,3224,16.0,47.0,2018-05-07,Schneider-Rasmussen,Sí,37.05503543119958,-2.6514610224716395,3224,Cherry Redondo,7.17,0.62,86.9,10.87,2,Sí,No,Sí,Sí,False
2281,3225,16.0,47.0,2018-05-14,Lopez and Sons,Sí,36.89713653932213,-2.6925231979040807,3225,Raf,7.13,0.64,93.96,11.06,9,Sí,No,Sí,Sí,True
